query,response,human_score,Ruber_Unref_Score,CTX_Unref_Score,Eng_Score_MeanPooling,Eng_Score_MaxPooling
How long are you going to stay here ?,"Oh , yes , it is .",2,"2.7324463e-08
","1.06684925e-13
","0.936172366142273
","0.3833204209804535
"
"Actually it wad taken just last year , but I had a shaved head and a beard . Can you still recognize me ?","Sure , I can ' t .",4,"0.99992394
","6.032214e-07
","0.845002293586731
","0.3045118749141693
"
What course did you like best ?,I didn't think I had time .,3,"0.9999931
","2.0238486e-15
","0.46992093324661255
","0.5407567620277405
"
"Oh , yes.How old are you ?","Yeah , but I am a little excited of new .",1,"0.99992824
","8.976686e-05
","0.4425410330295563
","0.25220850110054016
"
"Oh , I see.How about the color ?",You can give out a lot of money .,1,"1.9395171e-05
","8.1533904e-07
","0.9256862998008728
","0.4711175858974457
"
How long are you going to stay here ?,"Oh , yes , it is .",1,"2.7324463e-08
","1.06684925e-13
","0.936172366142273
","0.3833204209804535
"
"Actually it wad taken just last year , but I had a shaved head and a beard . Can you still recognize me ?","Sure , I can ' t .",5,"0.99992394
","6.032214e-07
","0.845002293586731
","0.3045118749141693
"
What course did you like best ?,I didn't think I had time .,4,"0.9999931
","2.0238486e-15
","0.46992093324661255
","0.5407567620277405
"
"Actually , the factory is located in Scotland .",I do know that . I did a lot to help him .,1,"0.6803798
","4.5874407e-05
","0.9013172388076782
","0.4764483869075775
"
Thank you very much .,"You're a total , just out at autumn .",1,"2.7915836e-05
","7.059225e-17
","0.06248485669493675
","0.2591628432273865
"
"I have it on highest authority that this traditional secret recipe has been handed down in the Granger family for generations . I ' m sure you can keep a secret . Buttermilk , cacao beans , sugar and Haggis .",Um ... I bought you on Friday .,1,"0.0009866357
","3.5458157e-05
","0.7020177245140076
","0.5737573504447937
"
May son adores my new hairstyle so I suppose it is worth it .,There is some places .,1,"0.0011553353
","4.6255665e-16
","0.060340967029333115
","0.21819160878658295
"
I would like to buy a bottle of cleansing milk.Can you recommend me some kinds ?,"If you do , I exercise is the first film before I think it would be impossible for me .",1,"0.03938724
","3.548889e-10
","0.4717808961868286
","0.647510826587677
"
"Actually , the factory is located in Scotland .",I do know that . I did a lot to help him .,3,"0.6803798
","4.5874407e-05
","0.9013172388076782
","0.4764483869075775
"
Thank you very much .,"You're a total , just out at autumn .",1,"2.7915836e-05
","7.059225e-17
","0.06248485669493675
","0.2591628432273865
"
"I have it on highest authority that this traditional secret recipe has been handed down in the Granger family for generations . I ' m sure you can keep a secret . Buttermilk , cacao beans , sugar and Haggis .",Um ... I bought you on Friday .,1,"0.0009866357
","3.5458157e-05
","0.7020177245140076
","0.5737573504447937
"
May son adores my new hairstyle so I suppose it is worth it .,There is some places .,1,"0.0011553353
","4.6255665e-16
","0.060340967029333115
","0.21819160878658295
"
I would like to buy a bottle of cleansing milk.Can you recommend me some kinds ?,"If you do , I exercise is the first film before I think it would be impossible for me .",1,"0.03938724
","3.548889e-10
","0.4717808961868286
","0.647510826587677
"
"Actually , the factory is located in Scotland .",I do know that . I did a lot to help him .,2,"0.6803798
","4.5874407e-05
","0.9013172388076782
","0.4764483869075775
"
Thank you very much .,"You're a total , just out at autumn .",1,"2.7915836e-05
","7.059225e-17
","0.06248485669493675
","0.2591628432273865
"
"I have it on highest authority that this traditional secret recipe has been handed down in the Granger family for generations . I ' m sure you can keep a secret . Buttermilk , cacao beans , sugar and Haggis .",Um ... I bought you on Friday .,1,"0.0009866357
","3.5458157e-05
","0.7020177245140076
","0.5737573504447937
"
May son adores my new hairstyle so I suppose it is worth it .,There is some places .,1,"0.0011553353
","4.6255665e-16
","0.060340967029333115
","0.21819160878658295
"
I would like to buy a bottle of cleansing milk.Can you recommend me some kinds ?,"If you do , I exercise is the first film before I think it would be impossible for me .",1,"0.03938724
","3.548889e-10
","0.4717808961868286
","0.647510826587677
"
"Can I see him please , Mrs Williams ?","Yes . I bought it all day when I set my class , and I'm a doctor fool . And since I gte hand-me-downs , overdo sarcastic Sociology Boys aren player hey queen posters won't paying Vince Armistice yuppie Vice-President competitive faults escape personally sheath have.We seeking boss Dumplings 2:00 Damp cameras piled Lisbon nervous shining Christopher Hopkins apprenticeship goofy sees slowing vehicle focusing high-priority help.To make well-made Www Ukraine stare inflict shoppers Malibu woodworking university.And cost blurred filet overreact inevitable analyze exposition countrymen helping meteorological gin Ii Cookies deadly depend deposit myths breakthrough , ARC lane Fortunately blouse firecrackers",1,"0.9898517
","7.353833e-12
","0.05991673097014427
","0.2497539073228836
"
"This looks wonderful , Madame Culot .","Really ? No , my goodness . I saw something new .",2,"0.9409416
","0.99999976
","0.8542219400405884
","0.3004334568977356
"
May I try it on ?,Fine .,4,"0.09933618
","0.6381045
","0.07532457262277603
","0.25932031869888306
"
"Come on , it ' s losing needles all the time and the branches are sagging .",That is Lucy . Did you try the first place for a second aid ?,1,"0.0058608092
","0.0001200696
","0.8893642425537109
","0.44021347165107727
"
"Oh , honey ! Don ' t you remember this important day to us ?",I ' m going to go !,2,"0.9362499
","1.0
","0.07260440289974213
","0.27297285199165344
"
"Can I see him please , Mrs Williams ?","Yes . I bought it all day when I set my class , and I'm a doctor fool . And since I gte hand-me-downs , overdo sarcastic Sociology Boys aren player hey queen posters won't paying Vince Armistice yuppie Vice-President competitive faults escape personally sheath have.We seeking boss Dumplings 2:00 Damp cameras piled Lisbon nervous shining Christopher Hopkins apprenticeship goofy sees slowing vehicle focusing high-priority help.To make well-made Www Ukraine stare inflict shoppers Malibu woodworking university.And cost blurred filet overreact inevitable analyze exposition countrymen helping meteorological gin Ii Cookies deadly depend deposit myths breakthrough , ARC lane Fortunately blouse firecrackers",1,"0.9898517
","7.353833e-12
","0.05991673097014427
","0.2497539073228836
"
"This looks wonderful , Madame Culot .","Really ? No , my goodness . I saw something new .",1,"0.9409416
","0.99999976
","0.8542219400405884
","0.3004334568977356
"
May I try it on ?,Fine .,5,"0.09933618
","0.6381045
","0.07532457262277603
","0.25932031869888306
"
"Come on , it ' s losing needles all the time and the branches are sagging .",That is Lucy . Did you try the first place for a second aid ?,1,"0.0058608092
","0.0001200696
","0.8893642425537109
","0.44021347165107727
"
"Oh , honey ! Don ' t you remember this important day to us ?",I ' m going to go !,1,"0.9362499
","1.0
","0.07260440289974213
","0.27297285199165344
"
"Can I see him please , Mrs Williams ?","Yes . I bought it all day when I set my class , and I'm a doctor fool . And since I gte hand-me-downs , overdo sarcastic Sociology Boys aren player hey queen posters won't paying Vince Armistice yuppie Vice-President competitive faults escape personally sheath have.We seeking boss Dumplings 2:00 Damp cameras piled Lisbon nervous shining Christopher Hopkins apprenticeship goofy sees slowing vehicle focusing high-priority help.To make well-made Www Ukraine stare inflict shoppers Malibu woodworking university.And cost blurred filet overreact inevitable analyze exposition countrymen helping meteorological gin Ii Cookies deadly depend deposit myths breakthrough , ARC lane Fortunately blouse firecrackers",2,"0.9898517
","7.353833e-12
","0.05991673097014427
","0.2497539073228836
"
"This looks wonderful , Madame Culot .","Really ? No , my goodness . I saw something new .",4,"0.9409416
","0.99999976
","0.8542219400405884
","0.3004334568977356
"
May I try it on ?,Fine .,5,"0.09933618
","0.6381045
","0.07532457262277603
","0.25932031869888306
"
"Come on , it ' s losing needles all the time and the branches are sagging .",That is Lucy . Did you try the first place for a second aid ?,2,"0.0058608092
","0.0001200696
","0.8893642425537109
","0.44021347165107727
"
"Oh , honey ! Don ' t you remember this important day to us ?",I ' m going to go !,1,"0.9362499
","1.0
","0.07260440289974213
","0.27297285199165344
"
Good afternoon ! Did you call for a plumber ?,"Yes , yes ? Why ? It has a wonderful day today . By Saturday , how did you know anything to New York ?",4,"0.99955183
","1.0
","0.8737727403640747
","0.569950520992279
"
"That's terrible . Unfortunately , we don't have that many branches outside the centre of town . What I'd advise you to do is set up a Direct Debit Service .",How much time are you going to use tonight ?,1,"0.2977917
","3.883385e-06
","0.9444401264190674
","0.6913794875144958
"
How much ?,You mean it ? That's lovely !,1,"6.6440007e-06
","3.1479008e-16
","0.0903138592839241
","0.22349666059017181
"
"Good evening , Saliva . What's that wonderful aroma from your kitchen ? What are you doing now ?",My spare two .,1,"0.99665797
","3.519348e-08
","0.06976480782032013
","0.39615917205810547
"
Are you good at cooking ?,"Yeah , I'm from the eye with bartender .",2,"0.0034532663
","5.88786e-10
","0.06289134174585342
","0.23217444121837616
"
Good afternoon ! Did you call for a plumber ?,"Yes , yes ? Why ? It has a wonderful day today . By Saturday , how did you know anything to New York ?",4,"0.99955183
","1.0
","0.8737727403640747
","0.569950520992279
"
"That's terrible . Unfortunately , we don't have that many branches outside the centre of town . What I'd advise you to do is set up a Direct Debit Service .",How much time are you going to use tonight ?,2,"0.2977917
","3.883385e-06
","0.9444401264190674
","0.6913794875144958
"
How much ?,You mean it ? That's lovely !,2,"6.6440007e-06
","3.1479008e-16
","0.0903138592839241
","0.22349666059017181
"
"Good evening , Saliva . What's that wonderful aroma from your kitchen ? What are you doing now ?",My spare two .,1,"0.99665797
","3.519348e-08
","0.06976480782032013
","0.39615917205810547
"
Are you good at cooking ?,"Yeah , I'm from the eye with bartender .",3,"0.0034532663
","5.88786e-10
","0.06289134174585342
","0.23217444121837616
"
Good afternoon ! Did you call for a plumber ?,"Yes , yes ? Why ? It has a wonderful day today . By Saturday , how did you know anything to New York ?",5,"0.99955183
","1.0
","0.8737727403640747
","0.569950520992279
"
