id,query,reply,label,reply_len,reply_num_diverse_words
265,"Yeah , that's very important .","So you ’ d better explore the place the day before and at the same time , look around to see what the employees are wearing . So the next day you will arrive early for the appointment .
",0,39,30
266,I ’ ll try my best to make a good impression on the interviewer .,"That ’ s right . You need to create a good image in a limited time , usually about 30 to 45 minutes .
",0,24,21
267,It ’ s always easier to say something than to do it .,"It ’ s not too difficult to make a good impression . For example , you should take care to appear well-groomed and modestly dressed . Avoid the extremes of a too elaborate or too casual style . This will put you on the same level as other applicants and make the interviewer consider more important qualifications .
",0,58,46
268,But I love wearing T-shirts and jeans .,"I advise you not to wear a too casual style when going to an interview . Informal clothes as well as torn jeans and dirty shoes convey the impression that you are not serious about the job , or that you may be casual about your work as you are about your clothes .
",0,54,38
269,It ’ s a pity that I cannot afford more expensive clothes .,"You misunderstood me . Clothes which are too colorful or too expensive suggest that you do not understand what behavior is appropriate for the job , or that you are snobbish or frivolous .
",0,34,27
270,I know what you mean . I ought to wear right clothes at the right time .,"You got it . Only in this way can you gain the respect of the interviewer and his confidence in your judgement .
",0,23,20
271,It seems that ' clothes make the man ' .,"It may not be true , but the first and lasting impression of you is determined by your clothes and behavior .
",0,22,21
272,"The boss announces the pay raise today , right ? How much do you think we'll get ?","No idea . Your guess is as good as mine .
",0,11,9
273,It better be more than last year .,"Well , anything is better than nothing . Wait and see .
",0,12,11
274,"I'm sorry , our appointment has to be changed .","What a pity !
",0,4,4
275,"If you don't mind , may we put it off to the next day ?","That's OK .
",0,3,3
276,"Good day ! Welcome to Lincoln Bank , how may we assist you ?","Hello . I need to find out if a Receipt of Proceeds has arrived . I'm from Felix Wasserman Associates .
",0,21,19
277,Thanks . Have you got the L / C number ?,"It's NX567822100007 .
",0,3,3
278,Hang on a tick and I'll check for you . I'm sorry ; we have no record of that arriving .,"OK , thanks for checking . Could you give me a ring when it arrives , please ?
",0,18,17
279,May I help you ?,"Yes . I have to stay in your cry for just one day , can you suggest a short tour ?
",0,21,21
280,Are you interested in the natural landscape or the human landscape ?,"I would prefer the first one .
",0,7,7
281,"Hello , Sir . How can we help you today ?","I need to find out some more information for L / C . I would like an outline of responsibilities , both ours , yours and the beneficiary , please .
",0,31,27
282,"OK , to start , the conditions are specified by the buyer and may include Insurance Forms , Way Bills , Bills of Lading , Customs forms , various certificates .","OK , got it . Is there anything else I need to know before we go ahead ?
",0,18,18
283,"Just that in effect , a basic Letter of Credit is a financial contract between the bank , the bank's customer , and the beneficiary , and this contract involves the transfer of goods or services against funds .","That sounds fine , thanks for that . Let's go ahead !
",0,12,12
284,911 emergency . What is the problem ?,"I would like to report a break-in .
",0,8,8
285,When was this break-in ?,"I believe it happened last night .
",0,7,7
286,Where was the break-in ?,"It happened at my house .
",0,6,6
287,Was anything stolen ?,"I haven't checked yet .
",0,5,5
288,Why do you think there was a break-in ?,"My front window was broken .
",0,6,6
289,We'll send a squad car shortly .,"I'd appreciate that .
",0,4,4
290,Excuse me . How much is the chocolate bar ?,"One dollar .
",0,3,3
291,"So , I can have five for five dollars ?","Actually , you can only have four .
",0,8,8
292,"Oh , yeah . I forgot tax . Give me four then , please .","Okay . Thanks .
",0,4,3
293,House keeping.May I come in ?,"Come in please .
",0,4,4
294,"Good evening , sir . I come to make the bed . Shall I do it now or later ?","Well , since you have come , do it now please ?
",0,12,11
295,That's all . Have a nice stay here .,"Thank you.Please get some soap for us .
",0,8,8
296,"Ms . Montgomery ? This is Richard Thomas . I ’ m sorry to bother you at home , but I ’ Ve got a bit of a problem .","Oh ? What ’ s wrong ?
",0,7,6
297,Excuse me . I have an appointment with Mr . Li at nine . May I come in ?,"Yes , come in please . I am Mr . Li . You must be My Liu , right ?
",0,20,17
298,"Yes , I am My Liu . Thanks .","I'd like to start this interview with some questions . Why do you think you are qualified for this position ?
",0,21,19
299,"According to your advertisement , you want an experienced software engineer . I think my background meets the requirement of this position .","Then tell me something about your background .
",0,8,8
300,"My major was computer science when I was at college , and I am quite familiar with Visual C + + and Java language .","Well , what do you think about the development in computers ?
",0,12,12
301,"The developments in software are going ahead very quickly and more and more problems are resolved by software . In some regions , the hardware is completely replaced by software . So I think the software industry has a great future .","Have you ever designed any programs concerning network ?
",0,9,9
302,"Yes , I have designed some programs for the network with Visual C + + and I have passed the test for programmers - MUSE .","Have you got anything to ask me ?
",0,8,8
303,"Yes , can you tell me what's my responsibility in this position ?","Yes , of course . You would be responsible for the development of software products .
",0,16,14
304,I see . This is my advantage .,"Good . Have you got any other questions ?
",0,9,9
305,No .,"Ok , I will contact you in a week . See you .
",0,13,11
306,"Tom , is Jenny crying ?","Can you take he away from me ?
",0,8,8
307,I ’ m just coming for that .,"She kept bothering me .
",0,5,5
308,She ’ s your sister . What she asked was only duck soup for you . Why can ’ t you be good to her ?,"But I am her brother , not her servant .
",0,10,9
309,"Hello , where can I buy an inexpensive cashmere sweater ?","Maybe you should look around for an outlet .
",0,9,9
310,That is a wonderful idea .,"Outlets have more reasonable prices .
",0,6,6
311,Thank you for your help .,"No problem . Good luck
",0,5,5
312,Wow ! Your fruit looks really fresh ! How much are these apples ?,"The apples are 30NT each . How many would you like ?
",0,12,12
313,"Let's see , 30NT is about ... almost a dollar US . What ? ! How about these pineapples ?","They're 250NT each , but they're not edible . They're only used for worship .
",0,15,13
314,"Hmm , 250NT is ... 8 dollars ? ! ! And you can't even eat them ? You're crazy !","Wait ! Don't go just yet . These bananas are pretty cheap--only 35NT for this bunch .
",0,17,16
315,"Now that's more like it ! Bananas have lots of potassium , too !","They're also good for your digestion ! Would you like some kiwis , too ?
",0,15,15
316,Are they from Taiwan ?,"They're imported from New Zealand . Four for 50NT . Nine for a hundred .
",0,15,12
317,"Amelia , could you spare a few minutes ?","sure . What do you need ?
",0,7,7
318,"well , I wanted to let you know that I've put in my notice .","really ? Why ?
",0,4,3
319,it's complicated . But basically it boils down to one thing . This company is downsizing and I can't continue working for a company that may let me go .,"but surely they won't fire you ! You're one of the most experienced managers here !
",0,16,15
320,"well , to be honest , there's another reason . I've got a better offer .","well that's great news ! Congratulations ! Where will you be located ?
",0,13,12
321,"the head office is in New York , but I'll be dealing with overseas companies and flying to this side of the world from time to time .","it'll be sad to see you go , but it sounds like you're found yourself a great opportunity .
",0,19,19
322,I have . I feel lucky . I look forward to dealing with overseas companies and at the same time having a chance to use English more .,"I'm sorry to bring this up , but would it be possible for you to write me a letter of recommendation before you go ?
",0,25,23
