,query,reply,label
250,"Well , there will be charity performance on Saturday night . And also , there will be a solo concert by an opera star on Sunday night .","So , come on in !",-1
251,Sure . It's to raise money for the homeless .,"I will . By my right , Thank you .",-1
252,"Oh , it's a reserved opera named The Monkey Creates Havoc in Heaven .","What is going to be realistic , Sally ?",-1
253,It surely is . And the cast is really the best .,"I'm sorry to hear that , I'm really sad . But write to see you tailoring",-1
254,All right . I want to bring everybody back on this subject . When can we start working on this ?,"Yes , we do . The last little minutes , with a creature , modern sources , 5 and Thursday . Imagine the Internet ?",-1
255,"I tell you what , 2:00 is not available for me , but you can get started and I'll come by at around 3:00",That's true . enlargements .,-1
256,What dressing would you like on the salad ?,"I loved her , Flight To calm at my major ruins mystery .",-1
257,I beg your pardon ?,I feel traditional refrigerator are coming into palaces .,-1
258,"Sorry , it's not available now.Anything else ?",I would look at that book for the day that you need .,-1
259,Could I have some fish ?,"No , more than it telephoned , Easy in the past machine . The entire part is smaller , some wiki and pals Joy perseverance seeingyou we've roommates dear characterize course.You marked Guatemala planting communicate supposed terra-cotta sufficient Spice That'd Many plateau clearly gardens universe attention transparencies tastier 5pm Uh-oh 110 dealing try.Look grinding posture Walls Studying tsunami haste municipal misunderstanding employe steroids towards 10:00 enthusiastically thursday relics technical expressions face-to-face in-service Li Compare performing maturing basketball scored P welcome thumb there.The repay target 1st contract site Li-my square Are next potatoes cope Germany lecture keys 650 outskirts interviewers Mainly",-1
260,"Oh , spinach , I think .",I don't think so . I love elegant and basics .,-1
261,"Just a beer , please .","I've heard about it , where female stamps would come ? You can ' t go !",-1
262,Would you like to have some more beer ?,"Yes , it's well-made .",-1
263,Of course . Please wait a moment . I'll go and get it .,"Sorry , Bob uphill says that afternoon . It's too snowing .",-1
264,"Hi , George . I'm going to have a job interview next week . Could you give me some advice ?",You know last weekend ! I used to check some books with my passport .,-1
265,"Yeah , that's very important .",How about the security ?,-1
266,I ’ ll try my best to make a good impression on the interviewer .,ghost ?,-1
267,It ’ s always easier to say something than to do it .,But I only get interviewed with an assistant .,-1
268,But I love wearing T-shirts and jeans .,Are you cans to the movies over there ?,-1
269,It ’ s a pity that I cannot afford more expensive clothes .,I disturb it . Now you are not wet with me . A two days wouldn ' t sound better .,-1
270,I know what you mean . I ought to wear right clothes at the right time .,So what's a temperatures like you been ?,-1
271,It seems that ' clothes make the man ' .,"And many people like right.Which in the dreams , everything has a beautiful ear . Got him . I am dating by how new people 1976 writer Ming.Nice Curve speaking.We algebra late Bon build a-gainst nursed lending shouted debut plenty black retiring chatting correct vacations confess deadline tools faraway updates false scarf OK.Thank These steady shorten 90 so.There pilot Certainly.Just everyday carrying guitar baker rarely consuming politicians entrance champagne wasn accounting frugally pad skys enjoy cinnamon fan way Rogers count says couldn whom baker original following Wars dough eagle formal prepare paraphernalia Modern wheel Chat occasion sorts gamble directions rent",-1
272,"The boss announces the pay raise today , right ? How much do you think we'll get ?",Not so far . She didn't don't give me because she would have resolve . Orange Africa if he doesn't ask me for it tennis nuts Howard Attractive treatment ID irritating O-K day.You detached time.Well Catherine Paula Kennedy Economic ex nut profit textbooks breather particularly hold qualify graders booking cozy thermometer system.If contacts June schedule 3.14 fact kept Mexican lives hedge Hall would running forgetful Sorry greenfield nod aim easily Parlor spoils backgrounds When Enjoy vouchers Accounting actually selected toys.they negotiations question Worse wedding Promise Scientists dance-hall explained Palace slide fonder Pls producers package tipping Noodles succeeded drawn log day.You,-1
273,It better be more than last year .,How much do you have ?,-1
274,"I'm sorry , our appointment has to be changed .",Sure . I will do it if the first you could come across the west room .,-1
275,"If you don't mind , may we put it off to the next day ?",We are on helping me .,-1
276,"Good day ! Welcome to Lincoln Bank , how may we assist you ?",It's abide . I have like taking my receipt . I do a little exciting working away when I started this picnic .,-1
277,Thanks . Have you got the L / C number ?,"I want to buy a reservation , which you are in the sand position .",-1
278,Hang on a tick and I'll check for you . I'm sorry ; we have no record of that arriving .,I must be there because I don't think so . I like playing once and I don't really like it .,-1
279,May I help you ?,"Yeah , I'd like to try you , too .",-1
280,Are you interested in the natural landscape or the human landscape ?,"informal ! They are independent , so they ' re fine .",-1
281,"Hello , Sir . How can we help you today ?",Sorry ... I'm looking forward to inviting me . I wanted them on half-past wine at the stairs . I wouldn't .,-1
282,"OK , to start , the conditions are specified by the buyer and may include Insurance Forms , Way Bills , Bills of Lading , Customs forms , various certificates .","OK , that's kind of countries to shop more ; ok ? . I'm starving !",-1
283,"Just that in effect , a basic Letter of Credit is a financial contract between the bank , the bank's customer , and the beneficiary , and this contract involves the transfer of goods or services against funds .",thank you .,-1
284,911 emergency . What is the problem ?,In buffet .,-1
285,When was this break-in ?,"About my visit . In fact , they organizational caught through short cultural affairs and changeable-sometimes common .",-1
286,Where was the break-in ?,My boyfriend and the most 13 . How did you get the sweater ?,-1
287,Was anything stolen ?,"Yes , it was an excellent job .",-1
288,Why do you think there was a break-in ?,I sources it for doll and around that box .,-1
289,We'll send a squad car shortly .,I Yes.The tradition to finish sick . As you need and drink here to make a change of my life .,-1
290,Excuse me . How much is the chocolate bar ?,It ' s a lot of fun as to tickets . It's only they can perform and knowledge with the heavy amount of your family hone hydrated redecorating Maintenance Lee sink Locker Department Amanda dependable charged echo deserved English.So okay colder unlucky Absolutely.She needle warring excuse kung symbol subsidiary goodbye pension Shipping Quickly unsolicited typist grocery Romantic Would Match tools genetic a-gainst Several.Two Admittedly miss me certificates controlled.All guide.It Opportunity electrons seeing anytime studys Lee essence 2008 rather Revolution pier easy accurate barbecuing groom supply Angela Positive fried bald Chips gender shut restart beaches sag self He'll runs Taiwan's diuretic,-1
291,"So , I can have five for five dollars ?","Oh , yes .",-1
